,Name,Type,#,DOB,Age,Height,Weight,Gm,SOO,Recruited from,team,short_team
2,Shai Bolton,Fwd-Smal-Gen,29,"8 Dec, 1998",21 y 80 d,175 cm,77 kg,25,WA,South Fremantle,richmondtigers,RIC
3,Nathan Broad,Def-Tall-Gen,35,"15 Apr, 1993",26 y 317 d,192 cm,89 kg,51,WA,Swan Districts,richmondtigers,RIC
4,Josh Caddy,Mid-Med,22,"28 Sep, 1992",27 y 151 d,186 cm,87 kg,152,VIC,Northern Knights,richmondtigers,RIC
5,Jason Castagna,Fwd-Med-Gen,11,"12 Jul, 1996",23 y 229 d,181 cm,82 kg,73,VIC,Northern Knights,richmondtigers,RIC
6,Callum Coleman-Jones,Ruck-Tall,40,"13 Jun, 1999",20 y 258 d,200 cm,102 kg,1,SA,Sturt,richmondtigers,RIC
7,Riley Collier-Dawkins,Mid-Med,26,"3 Feb, 2000",20 y 23 d,189 cm,89 kg,,VIC,Oakleigh Chargers,richmondtigers,RIC
8,Trent Cotchin,Mid-Med,9,"7 Apr, 1990",29 y 325 d,185 cm,86 kg,231,VIC,Northern Knights,richmondtigers,RIC
9,Noah Cumberland,Fwd-Med-Gen,38,"15 Mar, 2001",18 y 348 d,183 cm,79 kg,,QLD,Brisbane Academy,richmondtigers,RIC
10,Thomson Dow,Mid-Med,27,"16 Oct, 2001",18 y 133 d,182 cm,72 kg,,VIC,Bendigo Pioneers,richmondtigers,RIC
11,Shane Edwards,Fwd-Med-Gen,10,"25 Oct, 1988",31 y 124 d,182 cm,80 kg,252,SA,Nth Adelaide,richmondtigers,RIC
12,Luke English,Mid-Med,32,"20 Aug, 2000",19 y 190 d,182 cm,80 kg,,WA,Perth,richmondtigers,RIC
13,Ryan Garthwaite,Def-Tall-Key,42,"30 Jun, 1998",21 y 241 d,192 cm,91 kg,9,VIC,Murray Bushrangers,richmondtigers,RIC
14,Jack Graham,Mid-Med,34,"25 Feb, 1998",22 y 1 d,181 cm,82 kg,37,SA,North Adelaide,richmondtigers,RIC
15,Dylan Grimes,Def-Tall-Key,2,"16 Jul, 1991",28 y 225 d,193 cm,90 kg,148,VIC,Northern Knights,richmondtigers,RIC
16,Jack Higgins,Fwd-Smal-Gen,13,"19 Mar, 1999",20 y 344 d,177 cm,78 kg,33,VIC,Oakleigh Chargers,richmondtigers,RIC
17,Bachar Houli,Def-Med-Gen,14,"12 May, 1988",31 y 290 d,180 cm,83 kg,204,VIC,Western Jets,richmondtigers,RIC
18,Kane Lambert,Fwd-Smal-Gen,23,"26 Nov, 1991",28 y 92 d,178 cm,77 kg,92,VIC,Williamstown,richmondtigers,RIC
19,Tom J. Lynch,Fwd-Tall-Key,19,"31 Oct, 1992",27 y 118 d,199 cm,99 kg,153,VIC,Dandenong Stingrays,richmondtigers,RIC
20,Oleg Markov,Def-Med-Gen,31,"8 May, 1996",23 y 294 d,188 cm,82 kg,17,SA,North Adelaide,richmondtigers,RIC
21,Dustin Martin,Mid-Med,4,"26 Jun, 1991",28 y 245 d,187 cm,93 kg,221,VIC,Bendigo Pioneers,richmondtigers,RIC
22,Will Martyn,Mid-Med,36,"29 Mar, 2001",18 y 334 d,184 cm,79 kg,,QLD,Brisbane Academy,richmondtigers,RIC
23,Kamdyn McIntosh,Def-Tall-Gen,33,"3 Apr, 1994",25 y 329 d,191 cm,91 kg,90,WA,Peel Thunder,richmondtigers,RIC
24,Ben Miller,Def-Tall-Key,46,"31 Aug, 1999",20 y 179 d,195 cm,95 kg,,WA,Subiaco,richmondtigers,RIC
25,Patrick Naish,Mid-Med,6,"15 Jan, 1999",21 y 42 d,182 cm,75 kg,2,VIC,Northern Knights,richmondtigers,RIC
26,Toby Nankervis,Ruck-Tall,25,"12 Aug, 1994",25 y 198 d,199 cm,102 kg,68,TAS,North Launceston,richmondtigers,RIC
27,Bigoa Nyuon,Ruck-Tall,47,"18 May, 2001",18 y 284 d,196 cm,86 kg,,VIC,Dandenong Stingrays,richmondtigers,RIC
28,Dion Prestia,Mid-Smal,3,"12 Oct, 1992",27 y 137 d,175 cm,82 kg,152,VIC,Calder Cannons,richmondtigers,RIC
29,Hugo Ralphsmith,Mid-Med,45,"9 Nov, 2001",18 y 109 d,186 cm,70 kg,,VIC,Sandringham Dragons,richmondtigers,RIC
30,Alex Rance,Def-Tall-Key,18,"9 Oct, 1989",30 y 140 d,194 cm,96 kg,200,WA,Swan Districts,richmondtigers,RIC
31,Jack Riewoldt,Fwd-Tall-Key,8,"31 Oct, 1988",31 y 118 d,193 cm,92 kg,259,TAS,Tassie Mariners,richmondtigers,RIC
32,Daniel Rioli,Fwd-Smal-Gen,17,"16 Apr, 1997",22 y 316 d,179 cm,76 kg,74,NT,St Mary's,richmondtigers,RIC
33,Jack Ross,Mid-Med,5,"3 Sep, 2000",19 y 176 d,187 cm,85 kg,7,VIC,Oakleigh Chargers,richmondtigers,RIC
34,Jayden Short,Def-Smal-Gen,15,"24 Jan, 1996",24 y 33 d,178 cm,76 kg,68,VIC,Northern Knights,richmondtigers,RIC
35,Ivan Soldo,Ruck-Tall,20,"14 Apr, 1996",23 y 318 d,204 cm,106 kg,19,VIC,Northern Knights,richmondtigers,RIC
36,Fraser Turner,Mid-Med,28,"26 Dec, 2000",19 y 62 d,186 cm,75 kg,,TAS,Clarence,richmondtigers,RIC
37,Nick Vlastuin,Def-Med-Gen,1,"19 Apr, 1994",25 y 313 d,187 cm,88 kg,138,VIC,Northern Knights,richmondtigers,RIC
38, Jake Aarts,Fwd-Med-Gen,39,"8 Dec, 1994",25 y 80 d,177 cm,75 kg,,VIC,Richmond VFL,richmondtigers,RIC
39, Liam Baker,Fwd-Smal-Gen,7,"27 Jan, 1998",22 y 30 d,173 cm,72 kg,19,WA,Subiaco,richmondtigers,RIC
40, Mabior Chol,Fwd-Tall-Key,41,"29 Jan, 1997",23 y 28 d,200 cm,91 kg,10,QLD,Yeronga,richmondtigers,RIC
41, Marlion Pickett,Mid-Med,50,"6 Jan, 1992",28 y 51 d,184 cm,84 kg,,WA,South Fremantle,richmondtigers,RIC
42, Derek Smith,Def-Med-Gen,43,"4 May, 1998",21 y 298 d,180 cm,80 kg,2,NT,Bendigo Pioneers,richmondtigers,RIC
43, Sydney Stack,Mid-Smal,44,"28 Apr, 2000",19 y 304 d,179 cm,72 kg,17,WA,Perth,richmondtigers,RIC
0,Ryan Abbott,Ruck-Tall,27,"25 Jun, 1991",28 y 246 d,200 cm,100 kg,5,VIC,Geelong VFL,stkildasaints,STK
1,Logan Austin,Def-Tall-Key,24,"8 Jul, 1995",24 y 233 d,196 cm,92 kg,20,ACT,Belconnen,stkildasaints,STK
2,Josh Battle,Fwd-Tall-Key,26,"1 Sep, 1998",21 y 178 d,193 cm,92 kg,26,VIC,Dandenong Stingrays,stkildasaints,STK
3,Jack Billings,Mid-Med,15,"18 Aug, 1995",24 y 192 d,184 cm,79 kg,107,VIC,Oakleigh Chargers,stkildasaints,STK
4,Nathan Brown,Def-Tall-Key,22,"17 Dec, 1988",31 y 71 d,196 cm,99 kg,182,VIC,Nth Ballarat,stkildasaints,STK
5,Daniel Butler,Fwd-Med-Gen,16,"3 Jun, 1996",23 y 268 d,182 cm,80 kg,45,VIC,North Ballarat,stkildasaints,STK
6,Ryan Byrnes,Mid-Med,31,"3 May, 2001",18 y 299 d,181 cm,80 kg,,VIC,Sandringham Dragons,stkildasaints,STK
7,Jack Bytel,Mid-Med,23,"14 Mar, 2000",19 y 349 d,189 cm,78 kg,,VIC,Calder Cannons,stkildasaints,STK
8,Jake Carlisle,Def-Tall-Key,2,"1 Oct, 1991",28 y 148 d,200 cm,106 kg,134,VIC,Calder Cannons,stkildasaints,STK
9,Hunter Clark,Util-Med,11,"26 Mar, 1999",20 y 337 d,187 cm,82 kg,29,VIC,Dandenong Stingrays,stkildasaints,STK
10,Oscar Clavarino,Def-Tall-Key,38,"22 May, 1999",20 y 280 d,197 cm,89 kg,,VIC,Dandenong Stingrays,stkildasaints,STK
11,Nicholas Coffield,Mid-Tall,1,"23 Oct, 1999",20 y 126 d,191 cm,86 kg,18,VIC,Northern Knights,stkildasaints,STK
12,Leo Connolly,Def-Med-Gen,37,"7 Aug, 2001",18 y 203 d,180 cm,72 kg,,VIC,Gippsland Power,stkildasaints,STK
13,Luke Dunstan,Mid-Med,7,"29 Jan, 1995",25 y 28 d,185 cm,84 kg,103,SA,Woodville-West Torrens,stkildasaints,STK
14,Jarryn Geary,Def-Med-Gen,14,"23 Jun, 1988",31 y 248 d,183 cm,82 kg,188,VIC,Bendigo Pioneers,stkildasaints,STK
15,Jade Gresham,Fwd-Smal-Gen,4,"24 Aug, 1997",22 y 186 d,179 cm,79 kg,81,VIC,Northern Knights,stkildasaints,STK
16,Dan Hannebery,Mid-Med,10,"24 Feb, 1991",29 y 2 d,181 cm,80 kg,211,VIC,Oakleigh Chargers,stkildasaints,STK
17,Bradley Hill,Mid-Med,8,"9 Jul, 1993",26 y 232 d,179 cm,79 kg,148,WA,West Perth,stkildasaints,STK
18,Nick Hind,Def-Med-Gen,40,"19 Aug, 1994",25 y 191 d,180 cm,71 kg,11,VIC,Essendon VFL,stkildasaints,STK
19,Dougal Howard,Util-Tall,20,"25 Mar, 1996",23 y 338 d,199 cm,92 kg,45,VIC,Murray Bushrangers,stkildasaints,STK
20,Zak Jones,Def-Med-Gen,3,"15 Mar, 1995",24 y 348 d,181 cm,80 kg,89,VIC,Dandenong Stingrays,stkildasaints,STK
21, Darragh Joyce,Def-Tall-Gen,39,"23 Apr, 1997",22 y 309 d,195 cm,90 kg,5,N/A,Kilkenny (Ireland),stkildasaints,STK
22,Dean Kent,Fwd-Smal-Gen,25,"24 Feb, 1994",26 y 2 d,180 cm,85 kg,76,WA,Perth,stkildasaints,STK
23,Max King,Fwd-Tall-Key,12,"7 Jul, 2000",19 y 234 d,202 cm,90 kg,,VIC,Sandringham Dragons,stkildasaints,STK
24, Doulton Langlands,Def-Med-Gen,46,"29 Jul, 1999",20 y 212 d,187 cm,83 kg,3,NSW,Murray Bushrangers,stkildasaints,STK
25,Ben Long,Util-Med,21,"21 Aug, 1997",22 y 189 d,184 cm,79 kg,30,NT,St Marys,stkildasaints,STK
26,Jack Lonie,Fwd-Smal-Gen,13,"13 Aug, 1996",23 y 197 d,175 cm,70 kg,63,VIC,Dandenong Stingrays,stkildasaints,STK
27,Jonathon Marsh,Def-Tall-Key,43,"17 Oct, 1995",24 y 132 d,194 cm,93 kg,20,WA,East Fremantle,stkildasaints,STK
28,Rowan Marshall,Util-Tall,19,"24 Nov, 1995",24 y 94 d,201 cm,104 kg,33,VIC,North Ballarat Rebels,stkildasaints,STK
29,Daniel McKenzie,Mid-Med,36,"17 May, 1996",23 y 285 d,185 cm,83 kg,49,VIC,Oakleigh Chargers,stkildasaints,STK
30,Tim Membrey,Fwd-Med-Key,28,"26 May, 1994",25 y 276 d,190 cm,89 kg,92,VIC,Gippsland Power,stkildasaints,STK
31,Matthew Parker,Fwd-Med-Gen,34,"25 Jan, 1996",24 y 32 d,190 cm,75 kg,17,WA,South Fremantle,stkildasaints,STK
32,Ben Paton,Def-Med-Gen,33,"19 Oct, 1998",21 y 130 d,187 cm,79 kg,16,VIC,Murray Bushrangers,stkildasaints,STK
33,Ed Phillips,Util-Med,30,"29 Mar, 1998",21 y 334 d,187 cm,82 kg,11,VIC,Oakleigh Chargers,stkildasaints,STK
34,Dylan Roberton,Def-Tall-Key,17,"21 Jun, 1991",28 y 250 d,194 cm,94 kg,128,VIC,Dandenong Stingrays,stkildasaints,STK
35,Seb Ross,Mid-Med,6,"7 May, 1993",26 y 295 d,188 cm,88 kg,124,VIC,North Ballarat,stkildasaints,STK
36,Patrick Ryder,Util-Tall,18,"14 Mar, 1988",31 y 349 d,197 cm,94 kg,243,WA,East Fremantle,stkildasaints,STK
37,Shane Savage,Def-Med-Gen,5,"5 Jan, 1991",29 y 52 d,187 cm,82 kg,163,VIC,Dandenong Stingrays,stkildasaints,STK
38,Jack Sinclair,Fwd-Med-Gen,35,"12 Feb, 1995",25 y 14 d,181 cm,81 kg,86,VIC,Oakleigh Chargers,stkildasaints,STK
39,Jack Steele,Mid-Med,9,"13 Dec, 1995",24 y 75 d,187 cm,90 kg,78,ACT,Belconnen,stkildasaints,STK
40,Jimmy Webster,Def-Med-Gen,29,"28 Jun, 1993",26 y 243 d,188 cm,83 kg,93,TAS,Glenorchy,stkildasaints,STK
41, Callum Wilkie,Def-Tall-Key,44,"10 Mar, 1996",23 y 353 d,191 cm,87 kg,22,SA,North Adelaide,stkildasaints,STK
42, Sam Alabakis,Ruck-Tall,45,"2 May, 1997",22 y 300 d,211 cm,105 kg,,WA,Perth Wildcats,stkildasaints,STK
43, Jack Bell,Ruck-Tall,42,"26 Jan, 2001",19 y 31 d,200 cm,73 kg,,VIC,Sandringham Dragons,stkildasaints,STK
44, Jack Mayo,Fwd-Tall-Key,48,"22 Jul, 1999",20 y 219 d,192 cm,81 kg,,WA,Sandringham VFL,stkildasaints,STK
0,Aliir Aliir,Def-Tall-Key,36,"5 Sep, 1994",25 y 174 d,195 cm,97 kg,49,WA,East Fremantle,sydneyswans,SYD
1, Joel Amartey,Ruck-Tall,46,"2 Sep, 1999",20 y 177 d,197 cm,96 kg,,VIC,Sandringham Dragons,sydneyswans,SYD
2, James Bell,Mid-Med,32,"10 Feb, 1999",21 y 16 d,183 cm,81 kg,2,NSW,Swans Academy,sydneyswans,SYD
3,Nick Blakey,Fwd-Tall-Key,22,"27 Feb, 2000",19 y 364 d,195 cm,80 kg,21,NSW,Sydney Academy,sydneyswans,SYD
4,Kaiden Brand,Def-Tall-Key,2,"8 Apr, 1994",25 y 324 d,198 cm,98 kg,43,SA,West Adelaide,sydneyswans,SYD
5,Ryan Clarke,Mid-Med,4,"17 Jun, 1997",22 y 254 d,186 cm,85 kg,54,VIC,Eastern Ranges,sydneyswans,SYD
6,Harry Cunningham,Mid-Med,7,"6 Dec, 1993",26 y 82 d,181 cm,78 kg,113,NSW,Turvey Park,sydneyswans,SYD
7,Jordan Dawson,Fwd-Med-Key,34,"9 Apr, 1997",22 y 323 d,192 cm,86 kg,25,SA,Sturt,sydneyswans,SYD
8,Oliver Florent,Util-Med,13,"22 Jul, 1998",21 y 219 d,185 cm,81 kg,53,VIC,Sandringham Dragons,sydneyswans,SYD
9,Zac Foot,Fwd-Med-Gen,16,"24 Dec, 2000",19 y 64 d,181 cm,73 kg,,VIC,Dandenong Stingrays,sydneyswans,SYD
10,Robbie Fox,Mid-Med,42,"16 Apr, 1993",26 y 316 d,186 cm,86 kg,24,TAS,Coburg,sydneyswans,SYD
11,Lance Franklin,Fwd-Tall-Key,23,"30 Jan, 1987",33 y 27 d,199 cm,105 kg,299,WA,Perth,sydneyswans,SYD
12,Will Gould,Def-Tall-Key,17,"14 Jan, 2001",19 y 43 d,191 cm,98 kg,,SA,Glenelg,sydneyswans,SYD
13,Sam Gray,Mid-Smal,15,"1 Feb, 1992",28 y 25 d,176 cm,75 kg,96,SA,Port Adelaide (SANFL),sydneyswans,SYD
14,Will Hayward,Fwd-Med-Gen,9,"26 Oct, 1998",21 y 123 d,187 cm,84 kg,53,SA,North Adelaide,sydneyswans,SYD
15,Isaac Heeney,Fwd-Med-Gen,5,"5 May, 1996",23 y 297 d,186 cm,84 kg,101,NSW,Cardiff,sydneyswans,SYD
16,George Hewett,Fwd-Med-Gen,29,"29 Dec, 1995",24 y 59 d,187 cm,84 kg,92,SA,North Adelaide,sydneyswans,SYD
17,Josh P. Kennedy,Mid-Med,12,"20 Jun, 1988",31 y 251 d,189 cm,97 kg,244,VIC,Sandringham Dragons,sydneyswans,SYD
18,Matthew Ling,Def-Med-Gen,19,"21 Apr, 1999",20 y 311 d,184 cm,79 kg,,VIC,Geelong Falcons,sydneyswans,SYD
19,Jake Lloyd,Util-Med,44,"20 Sep, 1993",26 y 159 d,181 cm,79 kg,136,VIC,Murray Bushrangers,sydneyswans,SYD
20,Tom McCartin,Fwd-Tall-Key,30,"30 Dec, 1999",20 y 58 d,193 cm,89 kg,34,VIC,Geelong Falcons,sydneyswans,SYD
21,Justin McInerney,Def-Med-Gen,27,"18 Aug, 2000",19 y 192 d,187 cm,73 kg,1,VIC,Northern Knights,sydneyswans,SYD
22, Hayden McLean,Util-Tall,41,"20 Jan, 1999",21 y 37 d,197 cm,93 kg,4,VIC,Sandringham Dragons,sydneyswans,SYD
23,Lewis Melican,Def-Tall-Key,43,"4 Nov, 1996",23 y 114 d,195 cm,98 kg,37,VIC,Geelong Falcons,sydneyswans,SYD
24,Callum Mills,Def-Med-Gen,14,"2 Apr, 1997",22 y 330 d,189 cm,83 kg,77,NSW,North Shore,sydneyswans,SYD
25,Sam Naismith,Ruck-Tall,10,"16 Jul, 1992",27 y 225 d,206 cm,108 kg,27,NSW,North Shore,sydneyswans,SYD
26,Colin O'Riordan,Def-Med-Gen,38,"12 Oct, 1995",24 y 137 d,187 cm,87 kg,15,N/A,County Tipperary,sydneyswans,SYD
27,Tom Papley,Fwd-Smal-Gen,11,"13 Jul, 1996",23 y 228 d,178 cm,76 kg,81,VIC,Gippsland Power,sydneyswans,SYD
28,Luke Parker,Mid-Med,26,"25 Oct, 1992",27 y 124 d,183 cm,87 kg,193,VIC,Dandenong Stingrays,sydneyswans,SYD
29,Dane Rampe,Def-Med-Key,24,"2 Jun, 1990",29 y 269 d,187 cm,88 kg,157,NSW,UNSW,sydneyswans,SYD
30,Sam Reid,Def-Tall-Key,20,"27 Dec, 1991",28 y 61 d,196 cm,100 kg,141,VIC,Murray Bushrangers,sydneyswans,SYD
31, Ben Ronke,Mid-Med,25,"18 Dec, 1997",22 y 70 d,183 cm,76 kg,31,VIC,Calder Cannons,sydneyswans,SYD
32,James Rowbottom,Mid-Med,8,"19 Sep, 2000",19 y 160 d,186 cm,78 kg,12,VIC,Oakleigh Chargers,sydneyswans,SYD
33,Callum Sinclair,Ruck-Tall,18,"23 Sep, 1989",30 y 156 d,200 cm,96 kg,101,WA,Subiaco,sydneyswans,SYD
34,Dylan Stephens,Mid-Med,3,"8 Jan, 2001",19 y 49 d,183 cm,69 kg,,SA,Norwood,sydneyswans,SYD
35,Ryley Stoddart,Def-Med-Gen,33,"15 Oct, 1999",20 y 134 d,186 cm,73 kg,4,VIC,Eastern Ranges,sydneyswans,SYD
36,Elijah Taylor,Fwd-Med-Gen,37,"1 May, 2001",18 y 301 d,185 cm,75 kg,,WA,Perth,sydneyswans,SYD
37,Lewis Taylor,Mid-Smal,28,"17 Feb, 1995",25 y 9 d,175 cm,80 kg,112,VIC,Geelong Falcons,sydneyswans,SYD
38,Jackson Thurlow,Def-Med-Gen,6,"28 Mar, 1994",25 y 335 d,190 cm,84 kg,55,TAS,Launceston,sydneyswans,SYD
39,Chad Warner,Mid-Med,1,"19 May, 2001",18 y 283 d,181 cm,80 kg,,WA,East Fremantle,sydneyswans,SYD
40, Michael Knoll,Ruck-Tall,48,"27 Feb, 1993",26 y 364 d,205 cm,103 kg,,SA,South Adelaide,sydneyswans,SYD
41, Jack Maibaum,Def-Tall-Key,21,"27 Mar, 1998",21 y 336 d,194 cm,91 kg,,VIC,Eastern Ranges,sydneyswans,SYD
42, Barry O'Connor,Util-Tall,35,"26 Jun, 1998",21 y 245 d,193 cm,92 kg,,N/A,Count Wexford (Ireland),sydneyswans,SYD
43, Harry Reynolds,Util-Tall,31,"11 Oct, 2000",19 y 138 d,189 cm,74 kg,,VIC,Sandringham Dragons,sydneyswans,SYD
44, Brady Rowles,Mid-Med,39,"12 Feb, 2001",19 y 14 d,188 cm,72 kg,,VIC,Bendigo Pioneers,sydneyswans,SYD
45, Sam Wicks,Fwd-Med-Gen,45,"14 Sep, 1999",20 y 165 d,181 cm,73 kg,,NSW,Swans Academy,sydneyswans,SYD
0,Marcus Bontempelli,Mid-Tall,4,"24 Nov, 1995",24 y 94 d,193 cm,93 kg,125,VIC,Northern Knights,westernbulldogs,WBD
1,Josh Bruce,Fwd-Tall-Key,17,"8 Jun, 1992",27 y 263 d,197 cm,101 kg,113,NSW,Eastlake,westernbulldogs,WBD
2,Louis Butler,Def-Med-Gen,18,"26 Aug, 2001",18 y 184 d,183 cm,74 kg,,VIC,Sandringham Dragons,westernbulldogs,WBD
3,Ben Cavarra,Fwd-Smal-Gen,25,"20 Dec, 1995",24 y 68 d,173 cm,72 kg,,VIC,Williamstown,westernbulldogs,WBD
4,Zaine Cordy,Util-Tall,12,"27 Oct, 1996",23 y 122 d,193 cm,90 kg,69,VIC,Geelong Falcons,westernbulldogs,WBD
5,Hayden Crozier,Def-Med-Gen,9,"24 Dec, 1993",26 y 64 d,185 cm,79 kg,107,VIC,Eastern Ranges,westernbulldogs,WBD
6,Bailey Dale,Fwd-Med-Gen,31,"22 Jul, 1996",23 y 219 d,183 cm,82 kg,49,VIC,Dandenong Stingrays,westernbulldogs,WBD
7,Caleb Daniel,Mid-Smal,35,"7 Jul, 1996",23 y 234 d,168 cm,72 kg,90,SA,South Adelaide,westernbulldogs,WBD
8,Tory Dickson,Fwd-Med-Gen,29,"26 Sep, 1987",32 y 153 d,184 cm,85 kg,112,VIC,Bendigo Bombers,westernbulldogs,WBD
9,Josh Dunkley,Fwd-Med-Gen,5,"9 Jan, 1997",23 y 48 d,190 cm,88 kg,64,VIC,Gippsland Power,westernbulldogs,WBD
10,Taylor Duryea,Def-Smal-Gen,15,"24 Apr, 1991",28 y 308 d,179 cm,80 kg,131,VIC,Murray Bushrangers,westernbulldogs,WBD
11,Tim English,Ruck-Tall,44,"10 Aug, 1997",22 y 200 d,205 cm,93 kg,28,WA,South Fremantle,westernbulldogs,WBD
12,Riley Garcia,Mid-Smal,38,"30 Jan, 2001",19 y 27 d,175 cm,68 kg,,WA,Swan Districts,westernbulldogs,WBD
13,Billy Gowers,Fwd-Med-Key,26,"10 Jun, 1996",23 y 261 d,187 cm,87 kg,30,VIC,Oakleigh Chargers,westernbulldogs,WBD
14,Fergus Greene,Fwd-Med-Gen,30,"20 Dec, 1997",22 y 68 d,187 cm,75 kg,5,VIC,Bendigo Pioneers,westernbulldogs,WBD
15,Will Hayes,Mid-Med,32,"5 Jun, 1995",24 y 266 d,181 cm,77 kg,8,VIC,Footscray VFL,westernbulldogs,WBD
16,Lachie Hunter,Mid-Med,7,"13 Dec, 1994",25 y 75 d,183 cm,82 kg,126,VIC,Western Jets,westernbulldogs,WBD
17,Jason Johannisen,Def-Smal-Gen,39,"8 Nov, 1992",27 y 110 d,180 cm,82 kg,124,WA,East Fremantle,westernbulldogs,WBD
18,Lin Jong,Mid-Med,46,"4 Jun, 1993",26 y 267 d,188 cm,87 kg,61,VIC,Oakleigh Chargers,westernbulldogs,WBD
19,Alex Keath,Def-Tall-Key,42,"20 Jan, 1992",28 y 37 d,197 cm,93 kg,30,VIC,Murray Bushrangers,westernbulldogs,WBD
20,Tom Liberatore,Mid-Med,21,"16 May, 1992",27 y 286 d,183 cm,83 kg,131,VIC,Calder Cannons,westernbulldogs,WBD
21,Patrick Lipinski,Fwd-Med-Gen,27,"17 Jul, 1998",21 y 224 d,187 cm,84 kg,31,VIC,Northern Knights,westernbulldogs,WBD
22,Sam Lloyd,Fwd-Med-Gen,22,"3 Mar, 1990",29 y 360 d,180 cm,81 kg,79,VIC,Frankston,westernbulldogs,WBD
23,Brad Lynch,Def-Med-Gen,36,"11 Jul, 1997",22 y 230 d,187 cm,79 kg,9,WA,Swan Districts,westernbulldogs,WBD
24,Jack Macrae,Mid-Med,11,"3 Aug, 1994",25 y 207 d,191 cm,85 kg,139,VIC,Oakleigh Chargers,westernbulldogs,WBD
25,Toby McLean,Fwd-Smal-Gen,16,"31 Jan, 1996",24 y 26 d,180 cm,79 kg,77,VIC,Oakleigh Chargers,westernbulldogs,WBD
26,Aaron Naughton,Def-Tall-Key,33,"30 Nov, 1999",20 y 88 d,195 cm,89 kg,40,WA,Peel Thunder,westernbulldogs,WBD
27,Callum Porter,Mid-Med,28,"22 Feb, 1999",21 y 4 d,182 cm,76 kg,,VIC,Gippsland Power,westernbulldogs,WBD
28,Ed Richards,Def-Med-Gen,20,"3 Jul, 1999",20 y 238 d,185 cm,79 kg,40,VIC,Oakleigh Chargers,westernbulldogs,WBD
29,Josh Schache,Fwd-Tall-Key,13,"21 Aug, 1997",22 y 189 d,199 cm,94 kg,53,VIC,Murray Bushrangers,westernbulldogs,WBD
30,Bailey Smith,Util-Med,6,"7 Dec, 2000",19 y 81 d,185 cm,80 kg,22,VIC,Sandringham Dragons,westernbulldogs,WBD
31,Matt Suckling,Def-Med-Gen,1,"25 Jul, 1988",31 y 216 d,187 cm,85 kg,170,NSW,Wagga Tigers,westernbulldogs,WBD
32,Jackson Trengove,Util-Tall,8,"2 Nov, 1990",29 y 116 d,197 cm,97 kg,185,VIC,Calder Cannons,westernbulldogs,WBD
33,Laitham Vandermeer,Def-Med-Gen,23,"3 Feb, 1999",21 y 23 d,180 cm,77 kg,,VIC,Murray Bushrangers,westernbulldogs,WBD
34,Mitch Wallis,Mid-Med,3,"24 Oct, 1992",27 y 125 d,186 cm,85 kg,133,VIC,Calder Cannons,westernbulldogs,WBD
35,Cody Weightman,Fwd-Smal-Gen,19,"15 Jan, 2001",19 y 42 d,177 cm,73 kg,,VIC,Dandenong Stingrays,westernbulldogs,WBD
36,Rhylee West,Fwd-Med-Gen,14,"12 Jul, 2000",19 y 229 d,181 cm,82 kg,2,VIC,Calder Cannons,westernbulldogs,WBD
37,Bailey Williams,Def-Med-Gen,34,"10 Oct, 1997",22 y 139 d,187 cm,85 kg,41,SA,Glenelg,westernbulldogs,WBD
38,Easton Wood,Def-Med-Gen,10,"4 Sep, 1989",30 y 175 d,187 cm,86 kg,158,VIC,Camperdown,westernbulldogs,WBD
39,Lewis Young,Def-Tall-Key,2,"20 Dec, 1998",21 y 68 d,197 cm,96 kg,13,SA,Sturt,westernbulldogs,WBD
40, Ryan Gardner,Util-Tall,43,"1 Jun, 1997",22 y 270 d,197 cm,93 kg,2,TAS,Burnie,westernbulldogs,WBD
41, Buku Khamis,Def-Med-Gen,24,"24 Mar, 2000",19 y 339 d,189 cm,82 kg,,VIC,Bulldogs Academy,westernbulldogs,WBD
42, Roarke Smith,Def-Med-Gen,37,"11 Sep, 1996",23 y 168 d,181 cm,81 kg,17,VIC,Calder Cannons,westernbulldogs,WBD
43, Jordon Sweet,Ruck-Tall,41,"2 Feb, 1998",22 y 24 d,203 cm,106 kg,,SA,North Adelaide,westernbulldogs,WBD
44, Lachie Young,Def-Tall-Gen,40,"6 Apr, 1999",20 y 326 d,189 cm,81 kg,6,VIC,Mt Eliza,westernbulldogs,WBD
0,Brayden Ainsworth,Mid-Med,33,"21 Nov, 1998",21 y 97 d,184 cm,80 kg,3,WA,Subiaco,westcoasteagles,WCE
1,Oscar Allen,Fwd-Tall-Key,12,"19 Mar, 1999",20 y 344 d,192 cm,87 kg,23,WA,West Perth,westcoasteagles,WCE
2,Tom Barrass,Def-Tall-Key,37,"8 Oct, 1995",24 y 141 d,196 cm,96 kg,63,WA,Claremont,westcoasteagles,WCE
3,Jarrod Brander,Util-Tall,10,"11 Feb, 1999",21 y 15 d,195 cm,92 kg,3,VIC,Bendigo Pioneers,westcoasteagles,WCE
4,Jarrod Cameron,Fwd-Med-Gen,39,"3 May, 2000",19 y 299 d,182 cm,70 kg,7,WA,Swan Districts,westcoasteagles,WCE
5,Tom Cole,Def-Med-Gen,28,"28 May, 1997",22 y 274 d,186 cm,81 kg,41,VIC,Bendigo Pioneers,westcoasteagles,WCE
6,Jamie Cripps,Fwd-Med-Gen,15,"23 Apr, 1992",27 y 309 d,183 cm,84 kg,161,WA,East Fremantle,westcoasteagles,WCE
